PPG1,PPG2
-289.344,26.3
-289.236,26.672
-288.984,27.036
-288.588,27.393
-288.06,27.742
-287.4,28.083
-286.596,28.415
-285.684,28.738
-284.64,29.052
-283.476,29.356
-282.192,29.649
-280.8,29.933
-279.3,30.206
-277.692,30.468
-275.988,30.719
-274.188,30.959
-272.292,31.188
-270.312,31.406
-268.248,31.612
-266.112,31.807
-263.892,31.991
-261.6,32.163
-259.248,32.324
-256.824,32.473
-254.352,32.612
-251.82,32.739
-249.24,32.856
-246.612,32.963
-243.936,33.059
-241.224,33.145
-238.464,33.221
-235.68,33.288
-232.86,33.346
-230.016,33.395
-227.148,33.436
-224.244,33.469
-221.34,33.494
-218.4,33.512
-215.448,33.524
-212.484,33.53
-209.508,33.531
-206.52,33.526
-203.52,33.517
-200.52,33.504
-197.508,33.487
-194.484,33.468
-191.46,33.446
-188.424,33.423
-185.388,33.398
-182.352,33.373
-179.316,33.348
-176.268,33.323
-173.22,33.3
-170.172,33.278
-167.124,33.258
-164.064,33.241
-161.004,33.227
-157.944,33.216
-154.872,33.209
-151.8,33.207
-148.728,33.209
-145.644,33.217
-142.56,33.229
-139.464,33.247
-136.368,33.271
-133.26,33.301
-130.152,33.337
-127.032,33.378
-123.9,33.426
-120.768,33.479
-117.624,33.539
-114.468,33.603
-111.312,33.673
-108.144,33.748
-104.976,33.828
-101.796,33.912
-98.616,34
-95.424,34.09
-92.22,34.183
-89.028,34.279
-85.824,34.375
-82.62,34.471
-79.416,34.568
-76.212,34.662
-73.008,34.755
-69.816,34.845
-66.612,34.93
-63.432,35.011
-60.252,35.085
-57.084,35.152
-53.94,35.212
-50.796,35.262
-47.676,35.302
-44.568,35.331
-41.496,35.348
-38.436,35.352
-35.4,35.342
-32.388,35.318
-29.412,35.277
-26.472,35.221
-23.568,35.147
-20.688,35.055
-17.856,34.945
-15.048,34.816
-12.3,34.667
-9.588,34.499
-6.912,34.31
-4.284,34.102
-1.716,33.873
0.816,33.623
3.3,33.353
5.736,33.063
8.112,32.753
10.44,32.423
12.72,32.074
14.94,31.707
17.124,31.321
19.248,30.918
21.312,30.498
23.34,30.063
25.308,29.612
27.228,29.148
29.1,28.67
30.924,28.182
32.688,27.682
34.416,27.173
36.108,26.656
37.74,26.132
39.336,25.603
40.896,25.069
42.408,24.532
43.884,23.994
45.324,23.456
46.728,22.918
48.096,22.384
49.428,21.853
50.736,21.327
52.02,20.807
53.268,20.295
54.492,19.791
55.692,19.298
56.88,18.815
58.032,18.344
59.172,17.886
60.3,17.441
61.404,17.012
62.484,16.598
63.564,16.199
64.62,15.818
65.676,15.454
66.708,15.107
67.74,14.779
68.76,14.469
69.768,14.178
70.776,13.907
71.772,13.654
72.756,13.42
73.74,13.206
74.712,13.011
75.684,12.835
76.644,12.678
77.592,12.54
78.54,12.42
79.488,12.318
80.412,12.234
81.336,12.167
82.26,12.118
83.16,12.084
84.06,12.067
84.936,12.065
85.8,12.078
86.652,12.105
87.492,12.146
88.308,12.2
89.112,12.267
89.88,12.345
90.636,12.435
91.368,12.536
92.064,12.646
92.736,12.766
93.372,12.895
93.972,13.032
94.524,13.177
95.052,13.329
95.532,13.487
95.964,13.652
96.348,13.822
96.684,13.996
96.972,14.175
97.2,14.358
97.38,14.544
97.488,14.734
97.536,14.925
97.536,15.119
97.452,15.314
97.32,15.511
97.104,15.708
96.828,15.906
96.492,16.104
96.084,16.302
95.604,16.499
95.052,16.695
94.44,16.89
93.768,17.084
93.024,17.276
92.22,17.466
91.368,17.654
90.444,17.84
89.472,18.023
88.464,18.203
87.396,18.38
86.292,18.554
85.152,18.725
83.976,18.892
82.776,19.056
81.564,19.216
80.328,19.372
79.092,19.524
77.844,19.672
76.608,19.817
75.372,19.957
74.16,20.093
72.972,20.225
71.808,20.353
70.68,20.476
69.588,20.596
68.544,20.712
67.548,20.824
66.612,20.931
65.748,21.036
64.932,21.136
64.188,21.233
63.516,21.326
62.928,21.416
62.412,21.504
61.968,21.588
61.608,21.669
61.332,21.748
61.14,21.825
61.032,21.9
60.996,21.973
61.044,22.044
61.164,22.114
61.356,22.183
61.62,22.251
61.956,22.319
62.352,22.386
62.808,22.453
63.312,22.521
63.864,22.588
64.464,22.657
65.088,22.726
65.76,22.796
66.444,22.867
67.152,22.94
67.872,23.014
68.592,23.09
69.312,23.168
70.02,23.247
70.716,23.329
71.388,23.412
72.036,23.498
72.66,23.585
73.236,23.674
73.776,23.765
74.268,23.858
74.7,23.953
75.084,24.049
75.408,24.146
75.672,24.245
75.876,24.345
76.008,24.445
76.068,24.546
76.068,24.647
75.996,24.748
75.852,24.849
75.636,24.948
75.36,25.047
75.024,25.145
74.616,25.241
74.148,25.334
73.632,25.426
73.044,25.514
72.42,25.599
71.748,25.681
71.028,25.759
70.284,25.832
69.492,25.901
68.676,25.965
67.848,26.024
66.996,26.077
66.144,26.124
65.28,26.165
64.416,26.2
63.564,26.228
62.736,26.249
61.908,26.263
61.116,26.27
60.348,26.269
59.616,26.261
58.932,26.245
58.284,26.222
57.696,26.191
57.156,26.152
56.664,26.106
56.244,26.052
55.884,25.99
55.596,25.921
55.38,25.844
55.224,25.761
55.152,25.67
55.14,25.572
55.212,25.467
55.356,25.356
55.572,25.239
55.872,25.115
56.232,24.986
56.676,24.851
57.18,24.711
57.744,24.566
58.38,24.417
59.076,24.263
59.832,24.105
60.648,23.944
61.5,23.779
62.412,23.611
63.36,23.441
64.344,23.268
65.352,23.093
66.396,22.916
67.464,22.738
68.544,22.559
69.648,22.379
70.74,22.198
71.844,22.017
72.948,21.836
74.04,21.655
75.12,21.475
76.188,21.295
77.22,21.116
78.24,20.939
79.224,20.762
80.172,20.587
81.084,20.413
81.948,20.241
82.776,20.071
83.544,19.903
84.276,19.736
84.948,19.571
85.572,19.409
86.136,19.248
86.652,19.09
87.096,18.933
87.492,18.778
87.84,18.625
88.116,18.474
88.344,18.325
88.524,18.177
88.644,18.03
88.716,17.885
88.74,17.741
88.704,17.598
88.632,17.456
88.524,17.315
88.38,17.175
88.188,17.034
87.972,16.894
87.72,16.754
87.456,16.614
87.156,16.473
86.856,16.332
86.532,16.191
86.196,16.048
85.86,15.904
85.512,15.759
85.176,15.613
84.84,15.465
84.516,15.315
84.204,15.164
83.904,15.01
83.628,14.855
83.376,14.697
83.136,14.538
82.932,14.376
82.752,14.211
82.608,14.044
82.488,13.875
82.404,13.702
82.356,13.528
82.344,13.351
82.356,13.171
82.416,12.988
82.512,12.803
82.644,12.616
82.812,12.425
83.016,12.233
83.244,12.037
83.52,11.839
83.808,11.639
84.144,11.436
84.492,11.231
84.876,11.024
85.272,10.814
85.692,10.602
86.136,10.387
86.58,10.171
87.048,9.952
87.516,9.731
87.996,9.508
88.476,9.283
88.956,9.056
89.424,8.827
89.892,8.596
90.348,8.363
90.792,8.128
91.212,7.892
91.608,7.653
91.992,7.413
92.352,7.171
92.676,6.927
92.976,6.682
93.24,6.435
93.468,6.186
93.66,5.936
93.816,5.685
93.924,5.432
94.008,5.177
94.032,4.922
94.032,4.665
93.984,4.406
93.9,4.147
93.768,3.887
93.6,3.625
93.384,3.363
93.144,3.1
92.856,2.836
92.544,2.571
92.184,2.305
91.8,2.039
91.392,1.773
90.96,1.506
90.504,1.238
90.012,0.97
89.52,0.702
89.004,0.434
88.488,0.165
87.948,-0.104
87.408,-0.374
86.868,-0.643
86.328,-0.913
85.8,-1.183
85.272,-1.453
84.744,-1.724
84.24,-1.994
83.748,-2.265
83.268,-2.537
82.812,-2.809
82.368,-3.081
81.96,-3.355
81.564,-3.628
81.204,-3.903
80.856,-4.178
80.544,-4.454
80.256,-4.731
79.992,-5.008
79.752,-5.287
79.548,-5.567
79.356,-5.849
79.2,-6.131
79.056,-6.415
78.936,-6.7
78.84,-6.987
78.756,-7.275
78.684,-7.564
78.636,-7.855
78.588,-8.148
78.552,-8.442
78.516,-8.737
78.492,-9.034
78.456,-9.332
78.432,-9.632
78.384,-9.932
78.336,-10.235
78.276,-10.538
78.204,-10.842
78.12,-11.147
78,-11.453
77.868,-11.76
77.712,-12.067
77.532,-12.375
77.328,-12.683
77.088,-12.991
76.812,-13.299
76.512,-13.606
76.176,-13.914
75.816,-14.22
75.408,-14.526
74.976,-14.832
74.508,-15.136
74.004,-15.439
73.464,-15.74
72.888,-16.04
72.288,-16.338
71.652,-16.634
70.98,-16.929
70.296,-17.221
69.576,-17.511
68.82,-17.799
68.052,-18.084
67.26,-18.367
66.456,-18.647
65.628,-18.925
64.788,-19.2
63.924,-19.472
63.06,-19.742
62.184,-20.009
61.308,-20.273
60.432,-20.535
59.544,-20.794
58.656,-21.051
57.78,-21.305
56.904,-21.557
56.04,-21.807
55.188,-22.054
54.348,-22.3
53.508,-22.544
52.692,-22.786
51.9,-23.026
51.108,-23.265
50.352,-23.502
49.608,-23.738
48.888,-23.973
48.18,-24.207
47.508,-24.441
46.848,-24.673
46.212,-24.905
45.6,-25.137
45.012,-25.368
44.448,-25.599
43.896,-25.83
43.368,-26.06
42.876,-26.291
42.384,-26.521
41.928,-26.751
41.472,-26.981
41.052,-27.212
40.632,-27.442
40.236,-27.672
39.852,-27.901
39.48,-28.13
39.12,-28.359
38.76,-28.587
38.412,-28.815
38.076,-29.041
37.74,-29.266
37.404,-29.49
37.08,-29.713
36.756,-29.934
36.42,-30.153
36.084,-30.369
35.748,-30.583
35.412,-30.795
35.064,-31.003
34.716,-31.208
34.356,-31.41
33.984,-31.608
33.612,-31.802
33.216,-31.992
32.82,-32.178
32.412,-32.359
31.98,-32.536
31.548,-32.707
31.092,-32.874
30.636,-33.035
30.156,-33.192
29.664,-33.343
29.16,-33.489
28.644,-33.63
28.104,-33.765
27.552,-33.896
26.988,-34.022
26.412,-34.143
25.824,-34.259
25.212,-34.371
24.6,-34.479
23.964,-34.583
23.316,-34.684
22.644,-34.782
21.972,-34.877
21.276,-34.969
20.568,-35.06
19.848,-35.149
19.116,-35.237
18.372,-35.325
17.604,-35.413
16.836,-35.502
16.044,-35.592
15.24,-35.683
14.424,-35.776
13.596,-35.872
12.744,-35.971
11.88,-36.074
11.004,-36.18
10.116,-36.291
9.204,-36.408
8.292,-36.529
7.356,-36.656
6.396,-36.789
5.436,-36.928
4.452,-37.074
3.444,-37.227
2.436,-37.386
1.404,-37.552
0.36,-37.726
-0.708,-37.906
-1.788,-38.094
-2.88,-38.288
-3.984,-38.49
-5.1,-38.698
-6.24,-38.912
-7.392,-39.133
-8.556,-39.36
-9.732,-39.592
-10.908,-39.829
-12.108,-40.072
-13.32,-40.318
-14.532,-40.569
-15.756,-40.822
-16.98,-41.079
-18.216,-41.338
-19.464,-41.598
-20.712,-41.86
-21.96,-42.123
-23.208,-42.385
-24.456,-42.647
-25.692,-42.908
-26.94,-43.168
-28.176,-43.425
-29.412,-43.68
-30.636,-43.932
-31.86,-44.18
-33.06,-44.424
-34.26,-44.664
-35.448,-44.9
-36.612,-45.13
-37.776,-45.356
-38.916,-45.576
-40.032,-45.791
-41.148,-46
-42.228,-46.204
-43.296,-46.403
-44.34,-46.597
-45.36,-46.785
-46.356,-46.969
-47.328,-47.148
-48.276,-47.323
-49.2,-47.494
-50.1,-47.662
-50.964,-47.827
-51.804,-47.991
-52.608,-48.153
-53.388,-48.314
-54.132,-48.475
-54.852,-48.637
-55.536,-48.801
-56.184,-48.967
-56.808,-49.136
-57.384,-49.31
-57.936,-49.488
-58.452,-49.673
-58.932,-49.864
-59.376,-50.063
-59.772,-50.271
-60.144,-50.488
-60.468,-50.715
-60.768,-50.953
-61.02,-51.203
-61.236,-51.464
-61.416,-51.739
-61.56,-52.027
-61.656,-52.329
-61.728,-52.645
-61.752,-52.975
-61.74,-53.32
-61.692,-53.679
-61.608,-54.053
-61.488,-54.441
-61.332,-54.843
-61.152,-55.259
-60.924,-55.688
-60.672,-56.129
-60.384,-56.582
-60.072,-57.045
-59.724,-57.517
-59.352,-57.998
-58.944,-58.486
-58.524,-58.979
-58.08,-59.476
-57.612,-59.975
-57.12,-60.473
-56.616,-60.97
-56.088,-61.464
-55.56,-61.95
-55.008,-62.429
-54.456,-62.896
-53.892,-63.35
-53.316,-63.789
-52.74,-64.208
-52.164,-64.607
-51.588,-64.982
-51.012,-65.33
-50.448,-65.649
-49.884,-65.936
-49.32,-66.188
-48.78,-66.403
-48.252,-66.578
-47.736,-66.711
-47.244,-66.799
-46.764,-66.839
-46.308,-66.83
-45.864,-66.768
-45.456,-66.653
-45.084,-66.483
-44.724,-66.255
-44.412,-65.968
-44.124,-65.62
-43.872,-65.211
-43.656,-64.739
-43.476,-64.204
-43.344,-63.605
-43.26,-62.941
-43.212,-62.214
-43.224,-61.422
-43.284,-60.566
-43.392,-59.646
-43.56,-58.665
-43.776,-57.621
-44.064,-56.518
-44.412,-55.356
-44.82,-54.137
-45.288,-52.863
-45.84,-51.537
-46.464,-50.16
-47.148,-48.735
-47.916,-47.266
-48.768,-45.754
-49.704,-44.204
-50.712,-42.617
-51.816,-40.998
-53.004,-39.35
-54.276,-37.677
-55.644,-35.982
-57.108,-34.268
-58.668,-32.54
-60.324,-30.801
-62.076,-29.055
-63.924,-27.306
-65.868,-25.557
-67.92,-23.811
-70.068,-22.073
-72.312,-20.346
-74.664,-18.633
-77.1,-16.937
-79.644,-15.262
-82.284,-13.611
-85.008,-11.985
-87.828,-10.388
-90.744,-8.822
-93.744,-7.29
-96.828,-5.794
-99.996,-4.334
-103.236,-2.914
-106.548,-1.534
-109.932,-0.195
-113.388,1.101
-116.892,2.353
-120.444,3.562
-124.056,4.727
-127.704,5.847
-131.388,6.923
-135.096,7.954
-138.84,8.943
-142.584,9.888
-146.352,10.791
-150.12,11.652
-153.876,12.474
-157.62,13.256
-161.352,14.001
-165.06,14.709
-168.732,15.383
-172.356,16.024
-175.944,16.633
-179.472,17.212
-182.94,17.764
-186.336,18.29
-189.66,18.791
-192.912,19.27
-196.068,19.729
-199.128,20.169
-202.092,20.592
-204.948,20.999
-207.696,21.393
-210.324,21.776
-212.832,22.148
-215.22,22.511
-217.476,22.867
-219.6,23.216
-221.592,23.561
-223.428,23.903
-225.132,24.241
-226.692,24.578
-228.096,24.914
-229.344,25.251
-230.448,25.587
-231.396,25.925
-232.188,26.265
-232.824,26.606
-233.292,26.95
-233.616,27.296
-233.772,27.645
-233.772,27.995
-233.616,28.349
-233.304,28.704
-232.836,29.061
-232.212,29.42
-231.432,29.78
-230.496,30.142
-229.416,30.503
-228.192,30.864
-226.824,31.225
-225.3,31.584
-223.644,31.942
-221.856,32.297
-219.936,32.649
-217.884,32.998
-215.712,33.342
-213.408,33.681
-210.996,34.015
-208.464,34.342
-205.824,34.663
-203.088,34.976
-200.256,35.282
-197.328,35.579
-194.304,35.868
-191.208,36.147
-188.028,36.416
-184.776,36.675
-181.464,36.924
-178.08,37.163
-174.66,37.39
-171.18,37.607
-167.652,37.812
-164.1,38.006
-160.5,38.189
-156.888,38.361
-153.252,38.521
-149.592,38.67
-145.932,38.808
-142.272,38.936
-138.6,39.053
-134.94,39.159
-131.292,39.255
-127.656,39.342
-124.032,39.419
-120.444,39.488
-116.868,39.547
-113.34,39.599
-109.836,39.643
-106.368,39.68
-102.936,39.71
-99.552,39.733
-96.204,39.751
-92.904,39.764
-89.664,39.772
-86.46,39.776
-83.304,39.776
-80.208,39.773
-77.16,39.767
-74.16,39.758
-71.208,39.748
-68.316,39.736
-65.472,39.723
-62.664,39.709
-59.916,39.695
-57.216,39.68
-54.564,39.666
-51.96,39.652
-49.392,39.639
-46.872,39.626
-44.388,39.615
-41.94,39.604
-39.528,39.595
-37.152,39.586
-34.812,39.579
-32.508,39.573
-30.228,39.568
-27.972,39.564
-25.74,39.561
-23.532,39.559
-21.348,39.557
-19.188,39.556
-17.04,39.554
-14.916,39.553
-12.804,39.551
-10.704,39.548
-8.628,39.544
-6.564,39.539
-4.512,39.533
-2.472,39.524
-0.456,39.513
1.56,39.499
3.552,39.482
5.532,39.461
7.5,39.437
9.444,39.408
11.388,39.374
13.296,39.336
15.192,39.292
17.076,39.242
18.924,39.186
20.76,39.123
22.56,39.053
24.348,38.976
26.088,38.892
27.816,38.799
29.508,38.698
31.164,38.589
32.784,38.47
34.368,38.343
35.916,38.206
37.416,38.059
38.88,37.902
40.296,37.735
41.676,37.558
43.008,37.37
44.292,37.171
45.528,36.961
46.728,36.741
47.868,36.509
48.96,36.265
50.004,36.01
51,35.744
51.948,35.467
52.848,35.177
53.7,34.877
54.504,34.565
55.272,34.241
55.98,33.906
56.652,33.56
57.276,33.204
57.864,32.836
58.416,32.458
58.932,32.069
59.4,31.67
59.844,31.262
60.264,30.844
60.636,30.417
60.996,29.982
61.32,29.538
61.632,29.087
61.908,28.628
62.184,28.163
62.424,27.692
62.664,27.215
62.892,26.733
63.096,26.248
63.3,25.758
63.504,25.266
63.696,24.772
63.888,24.277
64.08,23.781
64.26,23.286
64.452,22.792
64.644,22.299
64.836,21.81
65.028,21.324
65.232,20.842
65.436,20.366
65.64,19.896
65.856,19.432
66.072,18.977
66.3,18.53
66.516,18.093
66.744,17.666
66.972,17.249
67.2,16.844
67.428,16.452
67.656,16.073
67.884,15.707
68.1,15.355
68.304,15.018
68.508,14.697
68.7,14.391
68.892,14.101
69.06,13.827
69.204,13.57
69.348,13.331
69.456,13.108
69.552,12.903
69.624,12.715
69.66,12.544
69.684,12.391
69.672,12.255
69.624,12.136
69.552,12.034
69.444,11.949
69.3,11.881
69.108,11.828
68.892,11.791
68.628,11.769
68.328,11.763
67.98,11.77
67.596,11.791
67.164,11.825
66.696,11.872
66.18,11.931
65.628,12.001
65.016,12.082
64.38,12.172
63.684,12.272
62.964,12.381
62.184,12.497
61.38,12.621
60.528,12.752
59.64,12.888
58.716,13.03
57.756,13.176
56.76,13.326
55.74,13.48
54.684,13.637
53.604,13.796
52.5,13.957
51.372,14.12
50.22,14.283
49.056,14.447
47.868,14.612
46.68,14.776
45.468,14.94
44.256,15.103
43.044,15.266
41.82,15.428
40.608,15.588
39.396,15.748
38.184,15.906
36.984,16.063
35.784,16.218
34.608,16.373
33.444,16.526
32.292,16.678
31.164,16.829
30.06,16.979
28.98,17.128
27.912,17.277
26.88,17.425
25.86,17.573
24.876,17.721
23.916,17.869
22.992,18.017
22.092,18.165
21.228,18.314
20.388,18.463
19.584,18.613
18.804,18.764
18.06,18.916
17.34,19.07
16.644,19.224
15.996,19.379
15.36,19.535
14.76,19.693
14.184,19.851
13.644,20.011
13.128,20.172
12.636,20.333
12.168,20.495
11.736,20.658
11.316,20.821
10.932,20.984
10.56,21.147
10.224,21.31
9.912,21.472
9.612,21.634
9.348,21.794
9.108,21.953
8.88,22.11
8.688,22.266
8.52,22.419
8.376,22.569
8.256,22.717
8.172,22.861
8.112,23.002
8.076,23.139
8.076,23.272
8.1,23.401
8.16,23.525
8.244,23.644
8.376,23.759
8.532,23.868
8.724,23.972
8.964,24.07
9.228,24.163
9.54,24.25
9.888,24.332
10.284,24.407
10.716,24.477
11.196,24.541
11.712,24.599
12.276,24.652
12.876,24.699
13.524,24.74
14.22,24.776
14.964,24.806
15.732,24.831
16.56,24.851
17.424,24.866
18.324,24.877
19.26,24.883
20.244,24.885
21.264,24.882
22.308,24.876
23.388,24.866
24.492,24.852
25.632,24.836
26.796,24.816
27.972,24.793
29.172,24.767
30.396,24.739
31.62,24.709
32.856,24.676
34.104,24.641
35.352,24.605
36.588,24.566
37.836,24.526
39.06,24.485
40.284,24.442
41.484,24.397
42.672,24.351
43.836,24.304
44.976,24.256
46.092,24.206
47.172,24.156
48.216,24.104
49.236,24.051
50.208,23.996
51.144,23.941
52.032,23.884
52.884,23.826
53.688,23.766
54.444,23.705
55.152,23.643
55.812,23.579
56.436,23.514
57,23.447
57.516,23.378
57.984,23.308
58.416,23.236
58.8,23.161
59.136,23.085
59.424,23.007
59.676,22.927
59.892,22.844
60.072,22.759
60.216,22.672
60.324,22.582
60.42,22.49
60.48,22.395
60.516,22.297
60.54,22.197
60.552,22.093
60.54,21.987
60.528,21.877
60.516,21.764
60.504,21.648
60.492,21.529
60.48,21.406
60.492,21.279
60.504,21.149
60.54,21.015
60.6,20.877
60.672,20.736
60.78,20.59
60.924,20.44
61.092,20.286
61.284,20.128
61.524,19.966
61.8,19.799
62.124,19.628
62.472,19.452
62.88,19.272
63.312,19.088
63.804,18.899
64.332,18.706
64.908,18.509
65.52,18.307
66.18,18.101
66.876,17.891
67.62,17.676
68.4,17.458
69.216,17.235
70.068,17.009
70.956,16.779
71.868,16.546
72.816,16.309
73.788,16.069
74.772,15.826
75.78,15.581
76.8,15.333
77.844,15.082
78.888,14.83
79.932,14.576
80.988,14.32
82.032,14.063
83.076,13.805
84.108,13.546
85.128,13.287
86.136,13.027
87.12,12.767
88.08,12.508
89.028,12.249
89.94,11.991
90.816,11.734
91.656,11.478
92.472,11.223
93.24,10.969
93.984,10.718
94.68,10.468
95.328,10.22
95.94,9.974
96.504,9.73
97.02,9.488
97.5,9.248
97.932,9.01
98.316,8.775
98.664,8.541
98.964,8.309
99.216,8.079
99.432,7.851
99.6,7.625
99.744,7.399
99.84,7.175
99.9,6.952
99.924,6.73
99.924,6.508
99.888,6.287
99.828,6.065
99.744,5.843
99.624,5.621
99.492,5.397
99.348,5.173
99.18,4.947
99,4.719
98.796,4.49
98.604,4.258
98.388,4.024
98.172,3.787
97.944,3.547
97.728,3.303
97.512,3.057
97.284,2.806
97.068,2.552
96.852,2.294
96.648,2.033
96.456,1.767
96.264,1.497
96.084,1.222
95.904,0.944
95.748,0.661
95.592,0.375
95.448,0.084
95.328,-0.211
95.208,-0.509
95.088,-0.812
94.992,-1.118
94.896,-1.427
94.824,-1.74
94.74,-2.056
94.68,-2.375
94.608,-2.696
94.548,-3.02
94.5,-3.346
94.44,-3.674
94.38,-4.004
94.332,-4.335
94.26,-4.668
94.2,-5.001
94.128,-5.335
94.044,-5.67
93.948,-6.005
93.84,-6.34
93.72,-6.675
93.588,-7.009
93.432,-7.343
93.252,-7.675
93.06,-8.007
92.832,-8.338
92.592,-8.667
92.316,-8.995
92.016,-9.322
91.68,-9.646
91.32,-9.969
90.924,-10.29
90.492,-10.609
90.024,-10.925
89.532,-11.24
88.992,-11.552
88.416,-11.862
87.804,-12.17
87.156,-12.475
86.472,-12.779
85.752,-13.079
84.984,-13.378
84.192,-13.674
83.352,-13.968
82.476,-14.259
81.564,-14.548
80.628,-14.835
79.644,-15.119
78.636,-15.401
77.592,-15.681
76.524,-15.958
75.432,-16.233
74.304,-16.505
73.152,-16.775
71.988,-17.043
70.8,-17.308
69.588,-17.57
68.376,-17.83
67.14,-18.088
65.904,-18.342
64.656,-18.594
63.408,-18.843
62.148,-19.089
60.9,-19.332
59.664,-19.571
58.428,-19.808
57.192,-20.041
55.98,-20.271
54.78,-20.497
53.604,-20.719
52.452,-20.938
51.312,-21.153
50.208,-21.364
49.128,-21.571
48.072,-21.773
47.064,-21.971
46.08,-22.165
45.132,-22.354
44.22,-22.539
43.344,-22.719
42.504,-22.895
41.712,-23.066
40.944,-23.232
40.224,-23.393
39.552,-23.55
38.904,-23.701
38.304,-23.848
37.74,-23.99
37.212,-24.128
36.72,-24.261
36.252,-24.389
35.82,-24.513
35.412,-24.632
35.028,-24.747
34.68,-24.858
34.344,-24.966
34.02,-25.069
33.708,-25.168
33.408,-25.264
33.12,-25.357
32.82,-25.447
32.52,-25.534
32.22,-25.618
31.908,-25.699
31.572,-25.779
31.224,-25.856
30.852,-25.931
30.444,-26.005
30.012,-26.078
29.532,-26.149
29.016,-26.219
28.464,-26.289
27.852,-26.358
27.18,-26.427
26.46,-26.496
25.68,-26.565
24.828,-26.634
23.928,-26.704
22.944,-26.774
21.888,-26.846
20.772,-26.918
19.572,-26.991
18.3,-27.065
16.944,-27.141
15.516,-27.218
14.016,-27.296
12.432,-27.376
10.788,-27.457
9.048,-27.54
7.248,-27.624
5.388,-27.71
3.444,-27.798
1.44,-27.887
-0.624,-27.977
-2.748,-28.069
-4.92,-28.162
-7.14,-28.257
-9.408,-28.353
-11.712,-28.45
-14.052,-28.547
-16.416,-28.646
-18.804,-28.746
-21.216,-28.846
-23.628,-28.947
-26.04,-29.048
-28.452,-29.149
-30.84,-29.251
-33.228,-29.352
-35.58,-29.454
-37.896,-29.556
-40.176,-29.657
-42.42,-29.758
-44.592,-29.858
-46.716,-29.958
-48.78,-30.058
-50.76,-30.157
-52.68,-30.256
-54.504,-30.353
-56.244,-30.451
-57.888,-30.548
-59.436,-30.644
-60.888,-30.74
-62.232,-30.836
-63.48,-30.931
-64.608,-31.027
-65.628,-31.123
-66.54,-31.219
-67.332,-31.315
-68.016,-31.412
-68.58,-31.51
-69.036,-31.61
-69.384,-31.71
-69.624,-31.813
-69.756,-31.918
-69.792,-32.024
-69.72,-32.134
-69.552,-32.247
-69.3,-32.363
-68.952,-32.482
-68.532,-32.606
-68.028,-32.734
-67.452,-32.866
-66.816,-33.004
-66.12,-33.147
-65.376,-33.295
-64.572,-33.45
-63.744,-33.611
-62.88,-33.778
-61.98,-33.952
-61.068,-34.134
-60.132,-34.322
-59.196,-34.518
-58.26,-34.721
-57.324,-34.933
-56.4,-35.152
-55.488,-35.379
-54.6,-35.614
-53.736,-35.857
-52.896,-36.108
-52.092,-36.367
-51.312,-36.634
-50.58,-36.909
-49.884,-37.191
-49.236,-37.481
-48.636,-37.778
-48.072,-38.083
-47.568,-38.394
-47.1,-38.712
-46.68,-39.036
-46.308,-39.367
-45.984,-39.703
-45.708,-40.044
-45.468,-40.39
-45.276,-40.741
-45.132,-41.096
-45.012,-41.455
-44.94,-41.818
-44.892,-42.183
-44.892,-42.552
-44.904,-42.922
-44.952,-43.295
-45.024,-43.669
-45.108,-44.045
-45.216,-44.422
-45.348,-44.799
-45.492,-45.177
-45.648,-45.555
-45.804,-45.934
-45.984,-46.312
-46.164,-46.691
-46.356,-47.069
-46.548,-47.447
-46.752,-47.824
-46.956,-48.202
-47.172,-48.579
-47.4,-48.956
-47.628,-49.334
-47.868,-49.712
-48.12,-50.091
-48.396,-50.47
-48.684,-50.851
-48.984,-51.234
-49.32,-51.618
-49.68,-52.006
-50.076,-52.395
-50.496,-52.789
-50.964,-53.186
-51.48,-53.587
-52.044,-53.993
-52.668,-54.404
-53.352,-54.82
-54.096,-55.243
-54.924,-55.672
-55.812,-56.107
-56.796,-56.55
-57.852,-57
-59.004,-57.457
-60.252,-57.922
-61.596,-58.394
-63.048,-58.875
-64.596,-59.362
-66.264,-59.857
-68.04,-60.359
-69.924,-60.868
-71.928,-61.382
-74.04,-61.902
-76.272,-62.427
-78.612,-62.956
-81.072,-63.487
-83.652,-64.02
-86.328,-64.553
-89.124,-65.085
-92.016,-65.614
-95.016,-66.139
-98.1,-66.659
-101.292,-67.17
-104.556,-67.671
-107.904,-68.16
-111.324,-68.634
-114.816,-69.092
-118.368,-69.531
-121.956,-69.948
-125.604,-70.341
-129.288,-70.707
-132.996,-71.043
-136.716,-71.347
-140.46,-71.616
-144.204,-71.847
-147.936,-72.038
-151.656,-72.185
-155.352,-72.287
-159.024,-72.34
-162.66,-72.342
-166.236,-72.291
-169.776,-72.184
-173.244,-72.019
-176.652,-71.794
-179.976,-71.506
-183.228,-71.155
-186.396,-70.739
-189.48,-70.256
-192.468,-69.704
-195.348,-69.084
-198.132,-68.394
-200.808,-67.634
-203.364,-66.804
-205.824,-65.903
-208.164,-64.932
-210.384,-63.891
-212.484,-62.781
-214.464,-61.604
-216.336,-60.359
-218.076,-59.05
-219.696,-57.677
-221.196,-56.244
-222.576,-54.751
-223.836,-53.202
-224.964,-51.6
-225.984,-49.947
-226.884,-48.246
-227.652,-46.502
-228.312,-44.717
-228.852,-42.895
-229.272,-41.04
-229.572,-39.156
-229.764,-37.247
